"Dependentes","Estado.Civil","Idade","Conta.Poupanca","Conta.Salario","Cheque.Sem.Fundo","Conta.Conjunta","Valor.Emprestimo","Multa","Juros","Valor.Emprestimo.Atualizado","PAGO","ID"
1,8,3,2,1,1,1,2,3,3,3,0,21646488868
1,2,3,2,1,1,2,2,2,2,2,0,1508350
1,4,3,2,1,1,1,2,3,3,3,0,16805916868
1,4,3,2,1,1,2,3,3,3,3,0,16891572871
1,2,3,2,1,1,1,2,2,1,1,0,1455412
1,2,3,2,1,1,1,2,3,2,3,0,1455502
2,2,3,2,1,1,1,3,2,3,3,0,1454863
1,2,3,2,1,2,1,3,3,3,3,0,16888692868
1,2,3,2,1,2,1,3,3,3,3,0,16949038468
1,8,2,1,1,1,1,3,3,3,3,0,16834325668
1,8,1,1,1,1,1,3,3,3,3,0,47005324
1,8,1,1,1,1,1,3,3,3,3,0,16949040868
1,8,3,1,1,1,1,2,2,1,1,0,1455871
1,8,3,2,1,1,1,3,3,3,3,0,21636039268
1,4,1,2,2,2,1,2,3,2,3,0,1457938
1,4,1,2,2,2,1,2,2,1,1,0,1457944
2,2,3,2,1,2,1,3,3,3,3,0,16872468868
1,4,1,2,1,1,1,3,3,3,3,0,1399354
1,4,1,2,1,1,1,3,3,3,3,0,47007259
1,8,1,2,1,1,1,2,3,1,2,0,16952204068
1,8,1,1,1,1,1,2,3,3,3,0,16959617668
1,8,1,1,1,1,1,3,3,3,2,0,16921431268
1,8,1,2,1,1,1,3,2,3,3,0,1393999
1,2,3,1,2,1,1,3,3,3,3,0,16862436868
1,2,3,2,2,1,1,3,3,3,3,0,16862439268
1,2,3,2,2,1,1,3,3,3,3,0,16862350468
1,2,3,2,2,1,1,3,3,3,3,0,16862441668
1,2,3,2,2,1,1,3,3,3,3,0,16862444068
1,2,2,2,2,1,1,3,3,3,3,0,16860274468
1,2,2,2,2,1,1,3,3,3,3,0,16862446468
1,2,3,2,2,1,1,3,3,3,3,0,16862352868
1,2,2,2,2,1,1,2,2,2,2,0,16862355268
1,3,2,1,2,1,1,2,3,3,2,0,16862448868
1,2,2,2,2,1,2,3,3,3,3,0,16862453668
1,4,1,2,1,1,1,2,2,2,2,0,1419760
1,4,3,2,1,1,1,3,3,3,3,0,46952242
1,4,3,2,1,1,1,3,3,3,3,0,46963756
1,4,3,2,1,1,1,3,3,3,3,0,46967995
1,4,3,2,1,1,1,3,3,3,3,0,46991869
1,4,3,2,1,1,1,3,3,3,3,0,46993162
1,4,3,2,1,1,1,3,3,3,3,0,46994935
1,4,3,2,1,1,1,3,3,3,3,0,46995988
1,4,3,2,1,1,1,3,3,3,3,0,46997767
1,4,3,2,1,1,1,3,3,3,3,0,46998340
1,4,3,2,1,1,1,3,3,3,3,0,47000578
1,4,3,2,1,1,1,3,3,3,3,0,47002141
1,4,3,2,1,1,1,3,3,3,3,0,47003317
1,4,3,2,1,1,1,3,3,3,3,0,47006044
1,8,1,1,1,1,1,3,3,3,3,0,16983320068
1,8,1,2,1,1,1,3,3,3,3,0,1387117
1,2,1,2,1,2,1,3,2,3,3,0,1462084
2,4,1,2,1,1,1,2,2,2,1,0,16870068868
1,4,1,2,1,1,1,2,1,2,1,0,1372960
1,4,1,2,1,1,1,2,3,2,2,0,1374487
1,8,1,2,1,1,1,2,2,2,2,0,1375678
1,4,1,2,1,1,1,3,3,3,3,0,16845348868
1,4,1,2,1,1,1,2,3,3,3,0,16845348871
1,4,1,2,1,1,1,2,1,1,1,0,16845348874
2,2,1,2,1,2,1,2,3,1,2,0,1454341
1,8,1,1,1,1,1,2,3,3,3,0,1397080
1,4,1,2,1,1,1,3,2,3,3,0,47006101
1,4,1,2,1,1,1,2,3,3,3,0,16932588868
1,2,1,2,1,2,1,2,3,2,2,0,1456510
1,2,1,2,1,2,1,2,3,1,2,0,1456516
1,4,1,2,1,1,1,2,2,1,1,0,16884586471
1,4,1,2,1,1,1,2,3,3,3,0,16859273668
1,4,1,2,1,1,1,2,3,3,3,0,16859273671
1,4,1,2,1,1,1,2,3,3,3,0,16859273674
1,4,1,2,1,1,1,2,3,2,2,0,16859273677
1,4,1,2,1,1,1,2,2,2,1,0,16859273680
1,4,1,2,1,1,1,2,3,3,3,0,16859273680
1,4,1,2,1,1,1,2,3,3,3,0,16859273683
1,4,1,2,1,1,1,3,3,3,3,0,47006167
1,4,1,2,1,1,1,3,3,3,3,0,47007952
1,4,1,2,1,1,1,3,3,3,2,0,47009488
1,4,1,2,1,1,1,2,1,1,1,0,16948616068
1,4,1,2,1,1,1,2,3,3,3,0,16948616071
1,4,1,2,1,1,1,3,3,3,3,0,16948616074
2,2,1,2,1,1,1,2,2,1,1,0,16870354468
1,4,1,2,1,1,1,2,3,3,3,0,16932591268
1,4,1,2,1,1,1,2,2,1,1,0,16964672068
1,4,1,2,1,1,1,3,3,3,3,0,16964672071
1,4,1,2,1,2,1,2,2,1,1,0,1450813
1,2,1,2,1,1,1,2,3,3,3,0,16866956074
1,2,1,2,1,1,1,2,2,2,2,0,16977548068
1,4,1,2,1,1,1,3,3,3,3,0,1368502
1,4,1,2,1,1,1,2,2,2,2,0,46995532
1,4,1,2,1,1,1,3,3,3,3,0,16951956868
1,4,1,2,1,1,1,2,3,2,2,0,16951956871
1,2,3,2,1,2,1,3,3,3,3,0,46996891
1,2,3,2,1,2,1,3,3,3,3,0,47015182
2,2,1,2,1,1,1,2,3,1,2,0,1456558
1,2,1,2,1,1,1,3,3,3,3,0,47011810
1,4,1,2,1,1,1,3,3,3,3,0,46996483
1,4,1,2,1,1,1,2,1,1,1,0,16866473668
1,4,1,2,1,1,1,2,3,1,2,0,16956785668
1,2,1,2,1,1,1,2,1,1,1,0,1452361
1,2,1,2,1,1,1,3,2,2,3,0,47015572
1,2,1,2,1,1,1,2,1,1,1,0,47016892
1,4,1,2,1,1,1,2,3,3,3,0,16859266468
1,4,1,2,1,1,1,2,3,3,3,0,16859266471
1,4,1,2,1,1,1,2,3,3,3,0,16859266474
1,4,1,2,1,1,1,2,3,2,2,0,16859266477
1,4,1,2,1,1,1,2,2,2,1,0,16859266480
1,4,1,2,1,1,1,2,3,3,3,0,16859266480
1,4,1,2,1,1,1,2,3,3,3,0,16859266483
1,4,1,2,1,1,1,2,3,1,2,0,1423624
1,4,1,2,1,1,1,2,2,1,1,0,16866521671
1,4,1,2,1,1,1,2,3,3,3,0,16866521674
2,2,1,2,1,1,1,3,2,2,3,0,1461358
1,8,1,1,1,1,1,3,2,3,3,0,1457989
1,8,1,1,1,1,1,2,3,1,2,0,1458274
1,8,1,1,1,1,1,3,3,3,3,0,46999528
1,8,1,1,1,1,1,3,3,3,3,0,47007007
1,8,1,1,1,1,1,3,3,2,3,0,16963527268
1,8,1,1,1,1,1,2,3,2,3,0,16963527271
1,4,1,2,1,1,1,3,3,3,3,0,47002279
1,4,1,2,1,1,1,3,3,3,3,0,47005711
1,4,1,2,1,1,1,3,3,3,3,0,16898312068
1,4,1,2,1,1,1,2,3,3,3,0,16898312071
1,4,1,2,1,1,1,2,3,1,2,0,16952211268
1,4,1,2,1,1,1,3,3,3,3,0,46964521
1,8,1,2,1,1,1,2,2,1,1,0,16955043268
1,8,1,2,1,1,1,3,3,3,3,0,16955043271
1,8,1,2,1,1,1,2,3,3,2,0,16955043274
2,2,1,2,1,1,1,2,1,1,2,0,1513768
1,4,1,2,1,1,1,3,2,3,3,0,1438864
1,2,1,2,1,1,1,3,3,3,3,0,21640824868
1,4,1,2,1,1,1,2,2,2,1,0,16861443268
1,4,1,2,1,1,1,3,3,3,3,0,16864503268
1,4,1,2,1,1,1,3,3,3,3,0,16866036868
1,4,1,2,1,1,1,3,3,3,3,0,16866036871
1,4,1,2,1,1,1,3,3,3,3,0,16871655268
1,4,1,2,1,1,1,2,2,1,1,0,16884615268
1,4,1,2,1,1,1,2,3,3,3,0,16884615271
1,4,1,2,1,1,1,2,3,2,2,0,16884615274
1,4,1,2,1,1,1,2,3,2,2,0,16884615277
1,4,1,2,1,1,1,3,3,3,3,0,16884615280
1,4,1,2,1,1,1,3,3,3,3,0,16884615280
1,4,1,2,1,1,1,2,3,3,3,0,16884615283
1,4,1,2,1,1,1,2,3,2,2,0,16884615286
1,4,1,2,1,1,1,2,1,1,1,0,16949535268
1,4,1,2,1,1,1,2,2,2,2,0,21642972871
2,2,1,2,1,1,1,2,1,1,1,0,1467853
2,2,1,2,1,1,1,3,2,2,2,0,1467856
1,4,1,2,1,1,1,2,3,3,3,0,16859276068
1,4,1,2,1,1,1,2,3,3,3,0,16859276071
1,4,1,2,1,1,1,2,3,3,3,0,16859276074
1,4,1,2,1,1,1,2,3,2,2,0,16859276077
1,4,1,2,1,1,1,2,2,2,1,0,16859276080
1,4,1,2,1,1,1,2,2,2,2,0,16859276080
1,4,1,2,1,1,1,2,3,3,3,0,16859276083
1,4,1,2,1,1,1,3,3,3,3,0,16859276086
2,4,1,2,1,1,1,3,2,2,3,0,1496788
2,4,1,2,1,1,1,3,3,3,3,0,16952780068
1,4,1,2,1,1,1,2,3,2,2,0,16859184868
1,4,1,2,1,1,1,2,3,3,3,0,16859184871
1,4,1,2,1,1,1,2,3,3,3,0,16859184874
1,4,1,2,1,1,1,2,2,2,1,0,16859184877
1,4,1,2,1,1,1,2,2,1,1,0,16859184880
1,4,1,2,1,1,1,2,3,3,3,0,16859184880
1,2,1,2,1,1,1,2,2,1,1,0,1448839
1,4,1,2,1,2,1,3,3,3,3,0,1415740
1,4,1,2,1,1,1,2,3,3,3,0,16859278468
1,4,1,2,1,1,1,2,3,3,3,0,16859278471
1,4,1,2,1,1,1,2,3,3,3,0,16859278474
1,4,1,2,1,1,1,2,3,2,2,0,16859278477
1,4,1,2,1,1,1,2,2,2,1,0,16859278480
1,4,1,2,1,1,1,2,3,3,3,0,16859278480
1,4,1,2,1,1,1,3,3,3,3,0,47005852
1,4,1,2,1,1,1,3,3,3,3,0,47012017
1,4,1,2,1,1,1,2,3,3,3,0,47013376
1,4,1,2,1,1,1,3,3,3,3,0,47014420
1,4,1,2,1,1,1,3,3,2,3,0,47015620
2,4,1,2,1,1,1,2,3,3,3,0,16808847268
2,4,1,2,1,1,1,3,3,3,3,0,16808847271
2,4,1,2,1,1,1,2,2,1,1,0,16846776871
2,4,1,2,1,1,1,2,2,2,2,0,16846776874
1,4,1,2,1,1,1,3,3,3,3,0,46996156
1,4,1,2,1,1,1,2,3,3,3,0,16861534471
1,4,1,2,1,1,1,2,3,3,3,0,16955640868
1,4,1,2,1,1,1,2,3,2,3,0,16955640871
1,4,1,2,1,1,1,2,3,2,3,0,16955640874
1,4,1,2,1,1,1,2,3,2,3,0,16955640877
2,2,1,2,1,2,1,2,3,1,2,0,1495978
2,2,1,2,1,2,1,2,3,1,2,0,1512385
2,2,1,2,1,2,1,2,1,2,2,0,1512388
2,4,1,2,1,1,1,3,3,3,3,0,47007010
1,8,1,2,1,1,1,2,2,2,1,0,21643498471
1,4,1,2,1,1,1,2,3,3,3,0,1469977
1,4,1,2,1,1,1,2,3,2,2,0,1469980
1,4,1,2,1,1,1,2,3,1,2,0,1469989
1,8,1,2,1,1,1,2,2,2,2,0,16939112068
2,2,1,2,1,1,1,3,1,2,2,0,1507090
2,2,1,2,1,1,1,3,3,3,3,0,1507093
1,4,1,2,1,1,1,3,3,2,2,0,1420288
1,2,3,2,1,1,1,3,3,3,3,0,46954375
1,4,1,2,1,1,1,3,3,3,3,0,1369489
1,4,1,2,1,1,1,2,3,2,2,0,1413382
2,2,1,2,1,1,1,2,1,1,2,0,1507327
1,8,1,1,1,1,1,2,3,3,3,0,16965514468
1,8,1,1,1,1,1,2,2,2,2,0,16965514471
1,8,1,1,1,1,1,3,3,3,3,0,16965514474
1,8,1,1,1,1,1,2,3,2,2,0,16965483268
2,2,1,2,1,1,1,2,1,1,1,0,1507348
2,3,1,2,1,1,1,2,1,1,1,0,1505851
1,2,1,2,1,1,1,3,1,3,3,0,16869118468
1,2,1,2,1,1,1,3,1,3,3,0,16977965668
1,2,1,2,1,1,1,3,3,3,3,0,21642519268
1,2,1,2,1,1,1,3,3,3,3,0,21642975268
1,2,1,2,1,1,1,3,3,3,3,0,21649836868
1,8,1,2,2,1,1,3,3,3,3,0,16958804068
1,8,1,2,2,1,1,3,3,3,3,0,21633936868
1,8,1,2,2,1,1,2,2,2,1,0,21635849668
1,8,1,2,2,1,1,2,2,1,1,0,21643688068
1,8,1,2,2,1,1,3,3,3,3,0,21644045668
1,8,1,2,2,1,1,2,3,3,3,0,21645608068
1,8,1,2,2,1,1,3,3,3,3,0,21649740868
1,4,1,2,1,1,1,2,1,1,1,0,16866598468
1,4,1,2,1,1,1,2,3,3,3,0,16866598471
1,4,1,2,1,1,1,3,2,3,3,0,1435243
1,4,1,2,1,1,1,3,3,3,3,0,16902891268
1,4,1,2,1,1,1,2,3,3,3,0,1387291
1,4,1,2,1,1,1,2,2,1,1,0,16956044068
1,4,1,2,1,1,1,3,3,3,3,0,46996660
1,4,1,2,1,1,1,2,2,2,1,0,16861772068
1,4,1,2,1,1,1,2,2,1,1,0,16864697671
1,4,1,2,1,1,1,2,1,1,1,0,16864697674
1,8,1,2,1,1,1,2,2,2,1,0,16867368868
1,8,1,2,1,1,1,2,3,3,3,0,16867368871
2,2,1,2,1,1,1,2,3,1,2,0,1454455
2,2,1,2,1,1,1,2,2,2,1,0,16867049668
2,2,1,2,1,1,1,2,2,2,1,0,1371868
2,2,1,2,1,1,1,2,2,2,2,0,1376437
1,2,1,2,1,1,1,2,2,1,2,0,1505641
2,2,1,2,1,1,1,2,2,1,1,0,16961072068
2,2,1,2,1,1,1,2,3,2,2,0,16961072071
1,4,1,2,1,1,1,2,3,3,3,0,16850261671
1,4,1,2,1,1,1,2,2,1,1,0,16956872068
1,8,1,1,1,1,1,2,2,1,1,0,16956032068
1,8,1,1,1,1,1,2,3,3,3,0,16958600068
1,2,1,2,1,1,1,3,3,3,3,0,16953620071
1,2,1,2,1,1,1,3,3,3,3,0,16953620074
1,2,1,2,1,1,1,3,3,3,3,0,16953617668
1,2,1,2,1,1,1,3,3,3,3,0,16953617674
1,2,1,2,1,1,1,3,3,3,3,0,16953677674
1,2,1,2,1,1,1,3,3,3,2,0,16953677677
1,2,1,2,1,1,1,3,3,2,3,0,47018287
1,2,1,2,1,1,1,3,3,3,3,0,47013805
1,2,1,2,1,1,1,3,3,3,3,0,47015218
1,2,1,2,1,1,1,3,3,3,3,0,47020678
1,2,1,2,1,1,1,3,3,2,3,0,47017849
1,2,1,2,1,1,2,3,3,3,3,0,47014462
1,2,1,2,1,1,1,3,2,2,3,0,47014465
1,2,1,2,1,1,1,3,3,2,3,0,47018290
2,2,1,2,1,1,1,2,1,1,1,0,1392700
1,2,1,2,1,2,1,2,3,2,2,0,1425505
1,2,1,2,1,2,1,2,1,1,1,0,1425913
1,2,1,2,1,1,1,3,3,2,2,0,1422988
1,8,1,2,1,1,1,2,2,1,1,0,16898338468
2,4,1,2,1,1,1,2,3,2,2,0,16877525668
2,4,1,2,1,1,1,2,2,1,1,0,16877525671
2,4,1,2,1,1,1,2,2,1,1,0,16897136068
2,4,1,2,1,1,1,2,1,1,1,0,16897136071
1,4,1,2,1,1,1,2,2,1,2,0,16956804868
1,4,1,2,1,1,1,2,2,1,1,0,1370365
1,4,1,2,1,1,1,2,3,3,3,0,16949434468
1,4,1,2,1,1,1,2,2,1,2,0,16949434471
1,3,1,1,1,1,1,3,3,3,3,0,47000662
1,2,1,2,1,2,1,3,3,3,3,0,16946252068
1,4,1,2,1,1,1,3,3,3,3,0,16962723268
2,2,1,2,1,1,1,2,1,1,1,0,1467535
2,2,1,2,1,1,1,3,1,3,3,0,16977999268
1,8,1,1,1,1,1,2,3,2,3,0,1437688
1,8,1,1,1,1,1,2,2,1,1,0,1437739
1,2,1,2,1,1,1,3,3,3,3,0,47002810
1,8,1,1,1,1,1,3,3,3,3,0,21643978471
2,2,1,2,1,1,1,3,3,3,3,0,16979187268
1,4,1,2,1,1,1,2,1,1,1,0,16834604068
1,4,1,2,1,1,1,2,3,3,3,0,16834604071
1,4,1,2,1,1,1,2,3,2,2,0,16834604074
1,4,1,2,1,1,1,3,3,3,3,0,16834604077
1,4,1,2,1,1,1,2,2,2,1,0,16834604080
1,4,1,2,1,1,1,2,1,1,1,0,1390105
1,4,1,2,1,1,1,3,3,3,3,0,46997704
1,4,1,2,1,1,1,2,1,1,1,0,47006104
1,2,1,2,2,1,1,2,3,1,2,0,1481005
1,4,1,2,1,1,1,2,3,1,2,0,16952223271
1,4,1,2,1,1,1,2,3,1,2,0,16973266468
1,4,1,2,1,1,1,3,3,3,3,0,16973266471
1,4,1,2,1,1,1,2,2,1,1,0,16956108868
1,8,1,2,1,1,1,3,3,3,3,0,16895928868
1,4,1,2,1,1,1,3,2,2,3,0,47013595
1,4,1,2,1,1,1,2,1,2,2,0,1383385
2,2,1,2,1,1,1,2,3,1,2,0,1456582
2,2,1,2,1,1,1,3,3,3,3,0,16962677668
2,2,1,2,1,1,1,3,3,2,3,0,16962677671
2,2,1,2,1,1,1,3,3,3,3,0,16962677674
2,4,1,2,1,2,1,3,2,3,3,0,1430410
2,4,1,2,1,1,1,2,1,1,1,0,16866828868
2,4,1,2,1,1,1,2,3,3,3,0,16866828871
2,2,1,2,1,1,1,3,2,2,3,0,1511728
1,4,1,2,1,1,1,2,1,1,1,0,1487380
1,4,1,2,1,1,1,2,1,2,2,0,1487818
1,4,1,2,1,1,1,3,1,2,2,0,1487824
1,8,3,1,1,1,1,2,3,3,3,0,16953905668
1,8,3,1,1,1,1,2,2,1,2,0,16953905671
1,8,3,1,1,1,1,2,3,3,3,0,16953905680
1,8,3,1,1,1,1,2,3,2,2,0,16953905680
1,8,3,1,1,1,1,2,3,1,2,0,16953905683
1,8,3,1,1,1,1,2,3,2,2,0,16958664868
1,3,1,1,1,1,1,2,3,2,2,0,16983574468
2,2,1,2,1,1,1,2,3,1,2,0,1468048
1,4,1,2,1,1,1,3,3,3,3,0,46995247
1,4,1,2,1,1,1,3,3,3,3,0,47006173
1,4,1,2,1,1,1,2,2,2,2,0,1467052
1,4,1,2,1,1,1,2,2,1,1,0,1467913
1,4,1,2,1,1,1,2,2,1,1,0,47017915
2,4,1,2,1,2,2,2,1,1,2,0,1503940
1,2,1,2,1,1,1,2,3,2,2,0,1434670
1,2,1,2,1,1,1,2,2,1,2,0,1434673
1,4,1,2,1,1,1,3,3,3,3,0,1395031
1,4,1,2,1,1,1,3,3,3,3,0,46997338
1,8,1,1,1,1,1,2,2,1,1,0,1425772
1,8,1,1,1,1,1,2,3,3,3,0,16863807286
1,8,1,1,1,1,1,2,3,3,3,0,16863807289
1,4,1,2,1,1,1,2,2,1,1,0,16895957668
1,4,1,2,1,1,1,2,2,1,2,0,16956022468
2,2,1,2,1,2,1,2,3,1,2,0,1496560
1,2,1,2,1,1,1,2,1,1,1,0,47016310
1,2,1,2,1,2,1,3,2,1,2,0,1513474
1,4,1,2,1,1,1,3,3,3,3,0,16903220068
1,4,1,2,1,1,1,2,3,2,2,0,16903220071
2,4,1,2,1,1,1,2,3,3,3,0,16830836068
2,4,1,2,1,1,1,2,2,2,1,0,16830836071
1,4,1,2,1,1,1,3,3,3,3,0,16902932068
1,4,1,2,1,1,1,3,3,3,3,0,47007220
1,8,1,1,1,1,1,2,2,1,1,0,16877295268
1,4,1,2,1,1,1,3,3,3,3,0,46994200
1,4,1,2,1,1,1,2,3,2,2,0,16859189668
1,4,1,2,1,1,1,2,2,2,1,0,16859189671
1,4,1,2,1,1,1,2,3,3,3,0,16859189674
1,4,1,2,1,1,1,2,3,3,3,0,16859189677
1,4,1,2,1,1,1,2,2,2,1,0,16859189680
1,2,1,2,1,1,1,3,3,3,3,0,1464631
1,2,1,2,1,1,1,3,3,3,3,0,1464634
1,2,1,2,1,1,1,2,3,2,3,0,1464637
1,2,1,2,1,1,1,2,1,1,1,0,16866468868
1,4,1,2,1,1,1,2,3,3,2,0,21637047268
1,4,1,2,1,1,1,3,3,3,3,0,16949422468
1,4,1,2,1,1,1,2,3,2,2,0,16949422471
1,4,3,2,1,1,1,3,3,3,3,0,46952851
1,4,3,2,1,1,1,2,3,2,2,0,16891724071
2,2,1,2,1,1,1,2,1,1,1,0,1393435
1,9,1,2,1,1,1,2,3,2,2,0,16884735268
1,9,1,2,1,1,1,3,3,3,3,0,16884735271
2,2,1,2,1,2,1,3,1,3,3,0,16977968068
1,4,1,2,1,1,1,2,3,1,2,0,16962989668
2,4,1,2,1,1,1,2,3,2,2,0,16877528068
2,4,1,2,1,1,1,2,2,1,1,0,16877528071
2,4,1,2,1,1,1,2,3,1,2,0,1452508
2,4,1,2,1,1,1,3,3,3,3,0,16831469668
2,4,1,2,1,1,1,2,3,2,2,0,16884080068
1,2,1,2,1,1,1,2,2,1,1,0,1438198
1,2,1,2,1,1,1,2,2,1,1,0,1438207
1,4,1,2,1,1,1,2,2,1,1,0,16958504068
2,2,1,2,1,1,1,2,2,1,1,0,1450012
2,2,1,2,1,1,1,2,2,2,2,0,1405927
1,2,1,2,1,1,1,3,2,2,3,0,47013904
1,8,1,2,1,1,1,2,3,2,3,0,16962368068
2,4,1,2,1,1,1,2,2,1,1,0,16896936868
1,4,1,2,1,1,1,3,3,3,3,0,16883933668
1,4,1,2,1,1,1,2,3,3,3,0,16883933671
1,4,1,2,1,1,1,2,3,3,3,0,16883933674
1,4,1,2,1,1,1,2,3,3,3,0,16883933677
1,4,1,2,1,1,1,3,3,3,3,0,21636048868
1,4,1,2,1,1,1,3,3,3,3,0,21638710468
1,4,1,2,1,2,1,2,3,2,2,0,16952285668
1,4,1,2,1,1,1,2,2,2,1,0,16861769668
1,4,1,2,1,1,1,2,2,1,1,0,16861769671
1,4,1,2,1,1,1,2,1,1,1,0,16861769674
1,8,1,2,2,1,1,3,3,3,3,0,16959135268
1,2,1,2,1,1,1,3,3,3,3,0,46998121
1,4,1,2,1,1,1,2,2,1,1,0,1413178
1,2,1,2,1,1,1,2,2,1,1,0,1442380
1,4,1,2,1,1,1,2,3,3,3,0,16924402468
1,4,1,2,1,1,1,2,2,1,1,0,16956826468
1,8,1,1,1,1,1,2,3,2,2,0,16925211268
1,8,1,1,1,1,1,2,3,3,3,0,16925211271
1,8,1,1,1,1,1,2,3,2,2,0,16925211274
1,4,1,1,1,1,1,2,3,2,2,0,16925213668
1,4,1,1,1,1,1,2,3,3,3,0,16925213671
1,4,1,1,1,1,1,2,3,2,3,0,16925213674
1,4,1,1,1,1,1,2,3,2,2,0,16925213677
1,4,1,2,1,1,1,2,3,3,3,0,16896202468
1,4,1,2,1,1,1,3,3,3,3,0,16966157668
1,2,1,2,1,1,1,3,1,3,3,0,16978001668
1,4,1,2,1,1,1,2,2,1,1,0,1380076
1,4,1,2,1,1,1,2,2,2,1,0,1380085
1,8,1,1,1,1,1,2,3,2,2,0,1394425
1,4,1,2,1,1,1,2,1,1,1,0,16866524068
1,4,1,2,1,1,1,2,2,1,1,0,16956833668
2,2,1,2,1,1,1,2,3,3,3,0,16866951277
1,4,1,2,1,1,1,2,3,1,2,0,1513702
1,2,1,2,1,1,1,3,2,1,2,0,1513549
1,2,1,2,1,2,1,2,2,1,1,0,1477867
1,8,1,1,1,1,1,2,2,2,2,0,47006818
1,4,1,2,2,1,1,2,3,1,2,0,16952268868
1,4,1,2,1,1,1,3,3,3,3,0,46996597
1,4,1,2,1,1,1,3,2,3,2,0,46999012
1,4,1,2,1,1,1,3,3,3,3,0,1377220
1,4,1,2,1,1,1,2,2,1,1,0,16964523268
1,4,1,2,1,1,1,2,2,2,1,0,16867371268
1,4,1,2,1,1,1,2,2,1,1,0,16955979268
1,3,1,1,1,1,1,3,3,3,3,0,16852133668
1,3,1,1,1,1,1,2,2,2,1,0,16878418468
1,3,1,1,1,1,1,2,3,3,3,0,16902120868
1,3,1,1,1,1,1,2,2,1,1,0,1442035
1,8,1,2,1,1,1,2,2,1,1,0,1382248
1,8,1,1,1,1,1,3,3,3,3,0,16921035268
1,8,1,1,1,1,1,3,3,3,3,0,16921035271
1,4,1,2,1,1,1,2,3,3,3,0,16951935268
1,4,1,2,1,1,1,2,2,2,2,0,21650633668
1,4,1,2,1,1,1,3,3,3,3,0,46993249
1,4,1,2,1,1,1,3,3,3,3,0,16889892871
2,4,1,2,1,1,1,2,1,1,2,0,1513003
1,4,1,2,1,1,1,3,3,3,3,0,46997020
1,4,1,2,1,1,1,3,3,3,3,0,46995148
2,4,1,2,1,1,1,2,1,1,1,0,1423090
1,4,1,2,1,1,1,3,3,3,3,0,1396660
1,4,1,2,1,1,1,3,3,3,3,0,46993252
1,4,1,2,1,1,1,3,3,3,3,0,47004412
1,4,1,2,1,1,1,3,3,2,2,0,47013361
1,4,1,2,1,1,1,3,3,3,3,0,16959017668
1,8,1,2,1,1,1,2,2,2,1,0,16867373668
1,8,1,2,1,1,1,2,3,3,3,0,16867373671
1,8,1,2,1,1,1,2,2,1,1,0,21645368068
1,2,1,2,1,2,1,2,3,3,3,0,1447612
1,2,1,2,1,2,1,2,3,1,2,0,1447618
1,4,1,2,1,1,1,2,2,2,1,0,16867493668
2,4,1,2,1,2,1,2,3,2,3,0,1447417
1,4,1,2,1,1,1,2,2,1,1,0,16886108068
1,4,1,2,1,1,1,2,1,1,1,0,16886108071
1,4,1,2,1,1,1,3,3,3,3,0,16886108074
1,4,1,2,1,1,1,3,3,3,3,0,16959024868
1,4,1,2,1,1,1,2,1,1,1,0,16866408868
1,4,1,2,1,1,1,2,3,3,3,0,16866408871
1,4,1,2,1,1,1,2,3,3,3,0,16866408874
1,4,1,2,1,1,1,2,3,3,3,0,16866408877
1,4,1,2,1,1,1,2,2,1,1,0,16955998468
2,2,1,2,1,1,1,3,2,2,2,0,1508809
2,2,1,2,1,1,1,2,1,1,2,0,1508812
1,4,1,2,1,1,1,3,3,3,3,0,47005744
1,4,1,2,1,1,1,3,3,3,3,0,46995040
1,4,1,2,1,2,1,2,3,2,2,0,1433668
1,4,1,2,1,2,1,3,2,2,2,0,1472416
1,4,1,2,1,1,1,3,3,3,3,0,16953240868
1,4,1,2,1,1,1,2,2,1,1,0,16953240871
1,4,1,2,1,1,1,2,3,3,3,0,16899512068
2,2,1,2,1,2,1,2,2,1,1,0,1490077
2,2,1,2,1,2,1,2,2,1,1,0,1490086
1,4,1,2,1,2,1,3,1,3,3,0,16978018471
1,4,1,2,1,1,1,2,2,2,2,0,16963544068
1,4,1,2,1,1,1,2,3,1,2,0,16963544071
1,2,1,2,1,1,2,3,3,3,3,0,47005726
1,2,1,2,1,1,2,3,3,3,3,0,16968593668
1,2,1,2,1,1,2,2,3,2,2,0,16968593671
1,2,1,2,1,1,1,2,3,3,3,0,16864923268
1,2,1,2,1,1,1,2,2,1,1,0,16864923271
1,2,1,2,1,1,1,3,3,3,3,0,16864923274
1,2,1,2,1,1,1,3,3,3,3,0,16889124868
2,2,1,2,1,1,1,3,3,3,3,0,1463740
1,8,1,1,1,1,1,2,3,2,2,0,16936025668
1,8,1,1,1,1,1,2,3,3,3,0,16936025671
1,2,1,2,1,2,1,3,3,3,3,0,16949319271
1,8,1,2,2,1,1,2,3,3,3,0,16958943268
1,8,1,2,2,1,1,2,3,2,3,0,16958943271
1,3,1,1,1,1,1,2,3,2,2,0,1390708
2,2,1,2,1,1,1,2,1,1,1,0,1449619
1,4,1,2,1,1,1,3,3,3,3,0,47007541
2,2,1,2,1,1,1,2,1,1,1,0,1505704
2,4,1,2,1,1,1,2,3,2,2,0,16884077668
1,2,1,2,1,1,1,3,1,2,2,0,16950555268
1,2,1,2,1,1,1,3,3,3,3,0,16953471268
1,2,1,2,1,1,1,3,3,3,3,0,16959869668
